tweet_id	text_text	twitter_user_id	abuse
339984791472570368	doctor put be on seroquel xr. not real sure how i feel about sleeping all day. this sucks.	14264541	0
345399658564165633	is that why you took a seroquel too.. is it like a knock-off phenergan? haven't had benadryl in ever. maybe my answer for insomnia.	257223601	0
332366308190588928	mainly cause geodon is cheaper. hella cheaper. and more weight neutral. will still take seroquel ir at night prn	56114628	0
342383744369434624	con't seroquel is a crap drug they foist on elderly  the young. used out of market for so many things. i hate drs who use	21352952	0
344978291066806272	actually, probably everything on our pbs is a synthetic drug. shit you should see my medicine cabinet! get that seroquel in ya!	19162446	0
345410371047260163	seroquel is causing more gaps in memory, i don't remember going to therapy and as usual no one has stepped up to claim thos memories &gt;&gt;	1061562434	0
340858792390578176	seroquel is already in me... now waiting for the time....	329411370	0
330057365795790848	have had zopiclone when i'm in a bad patch. even two of max dose only just helped. seroquel has been lifesaver.	249563358	0
340067566900871168	i should have left you some tamazapam or seroquel	847864712	0
344841648506818562	progress for pediatric bipolar disorder treatment: fda has these for mania in youth: risperdal, abilify, zyprexa, and seroquel	30925396	0
332330587106992129	seroquel gives me nightmares every fucking night but i take it anyway	251390570	0
343119554957946880	mgs a day of seroquel for now... i know it seems like i use my crazy as an excuse but it really is debilitating	164642778	0
342385267304431616	yeah the drug detail people worked both ends of the market, kids  elderly to get seroquel to sell well i hate big	21352952	0
345018963962511360	hello my love, i just picked your prescription for seroquel up	279348254	0
332801619244748800	what an arsehole! i'm off seroquel and on lamotrigine, i'm so fucking happy* *hypomanic	273421529	0
326499885656461313	me i take pretty strong doses of: fluoxetine, lithium, and seroquel	272268109	0
343739551195484160	seen him before with piers morgan about us gun laws truly ignorant horrible person who needs some seroquel	29957313	0
345360403464876032	what drugs do you take? well i was on lithium seroquel and abilify but i stopped taking them ha ha	1126228376	0
339861852211249152	i wouldn't touch the stuff-and! i'm not well mad about pharmaceuticals anymore!!! ha! but thats well the one i was on got banned seroquel	387040432	0
332458141268721664	fuck. but citalopram and seroquel have brilliant results, unfortunately not with me :/	273421529	0
342217867749621762	that'll be the seroquel making you drowsy. it's a common side effect xx	84437614	0
332618727117971456	started seroquel the other day and these side affects are awful	110151376	0
331347307079532544	if anybody wants some prozac, lyrica, seroquel or beta blockers just ask.	273421529	0
332778502946426880	i take fluoxetine and seroquel. the seroquel is the one with the massive sleepies, althouth the flouxetine doesn''t help.	24377539	0
332423496196055041	that's the balance i'm finding hard - side effects i'm willing to endure v effectiveness. previously seroquel made me so..	14567006	0
333379368963407872	the main character in silver linings playbook is on a lower dose of seroquel than i am...	92891213	0
342387496912560128	purata and seroquel yet im not asleep!!!!! please dont take over my life again! work damnit!!!	635378471	0
333036603364737025	make the jump to lunesta, worked for me, tho maybe if i had sex dreams more often i would've stayed on seroquel	21801120	0
353710310877704193	“: start off with the seroquel rt pop a bunch of pain pills” selling propane like hank hill	42157354	0
351132681167310850	well it *is* basically pm, i could probably take the regularly scheduled seroquel	1061562434	0
353701271762505729	......someone tackle rick he forgot to take his seroquel this morning.	1558893084	0
358300077191729152	me and my nigga really used to do this shit tho “ lets swallow a bunch of seroquel  see who can stay awake longer.”	33869277	1
348283506037764098	this seroquel got me lo0o0py as helll. this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep	1375486908	0
351599734533787649	seroquel needs to kick in soon. can feel another wave of depression hitting.	336668444	0
352592425354674178	i have to take mg of seroquel every night. i wonder how many i'd have to take to be gone.	1029643634	0
351627682318008320	elephant tranquilizers, or seroquel paired with xannys. that combo will knock you out. so i've heard.	318169640	0
351369860695072768	also see: ruth's eyes in panels and which is what happens when badfeel happens in the middle of seroquel somnolence	1061562434	0
346204138796888064	oh shit i forgot to take my seroquel is it even worth it to go back downstairs to take it....	15147617	0
358527189429399552	the gp only gave me seroquel until tuesday when i see him again to see how my mood is	45394886	0
358812696583475200	taking mirtazapine, seroquel and diazepam together is very potent holy fuck	45394886	0
348715017874571264	i wish my seroquel would kick in soon i want to sleep i have to be up at for church	153319434	0
348814057198985217	: comparison of antipsychotics in patients over with psychiatric disorders. seroquel least safe	246128041	0
353493347912003584	i didn't take a zopiclone in the end.. but i'm third day of no seroquel  i'm eating incredibly differently!	631357943	0
351318039830069248	i have to take seroquel to sleep. it's like a horse tranquilizer.	89717349	0
348694702951899136	had about one serving of veggie straws. gonna knock back two seroquel otherwise i have no hope of sleeping tonight.	153319434	0
345509976908918784	you're more generic than a prescription of seroquel	513921781	0
349450662192488450	i wish my mind was that creative! not to mention i hope seroquel isn't associated with death scrawl given the popularity.	626048594	0
345833585531572224	ate some seroquel ill catch yall tomorrow night	602349536	0
349265127167635461	i wish we could just take as much seroquel as we wanted	1061562434	0
348956047513382914	"took , maybe minutes to go from ""why isn't the seroquel working"" to ""what is a bed, i will just use my keyboard"""	1061562434	0
353663954322604032	when i went to bed at am i felt utterly weird-awful, dizzy, short of breath, anxious, as if i had taken mg of seroquel	24601782	0
349678218036527106	promethazine, they're an atihistamine so i get less of the horrible side effects of seroquel	15891806	0
345548087328129024	seroquel will kill you. i am going to sue astra zeneca	225848172	0
348743453011763200	after months of therapy and a recent restart of seroquel for the past weeks, i drove km from changanassery to alappuzha .	15277629	0
348070014433239040	taking times the amount of seroquel than i'm prescribed, smoking a big fat j, and sleeping for hours... happy fucking friday!! :/	390442634	1
347934179578765312	i'm bout to get me a sierra mist. i wish i had some seroquel xr so i could go to sleep	305806308	0
348773699861745664	i can't sit and listen to more than one nas song at a time. nigga be spitting that musical seroquel	47504302	0
346773555897311233	bipolar, major depression. also, he's on seroquel because sometimes he sees and hears things.	175079011	0
347493255514046464	: today's journal club: seroquel reduces icu delirium in small db rct. important as little/no other evidence exits: http://…	875410789	0
358305807185608705	dont mix seroquel and theraflu ! unless you wanna good time !	30890310	0
354653286567116800	, i would give him a basket of seroquel and a plethora of child support orders	590089955	0
349973789523705857	"""that didnt rhyme""??? what the fuck are you talking about? go take another seroquel"	612245055	0
348292912972443648	going to the store for some hypnotic drinks to wash this seroquel down with	16286112	0
347134884101386242	i take seroquel for the mania and citalopram for depression. think they're supposed to balance eachother	1528958928	0
349931566463590404	i need to progress onto oxazepam.apparently it's more sedating. seroquel is sedating, but you can hardly open or close your mouth.	41639618	0
354769280648232961	my right leg and foot is as swollen as my year old fathers used to be. diabetes - and the effects of seroquel - sucks	28776475	0
352426412847804416	seroquel has been good for my symptoms - although it has a lot of side effects. i'm on mg and sticking with it! xx	339220082	0
348394337811460097	wtf seroquel get to work so i can get to sleep.	1298221280	0
354640512130617345	seroquel is prescribed. i use valerian root sometimes too. mostly i don't sleep.	507585340	0
353492546833498112	pretty sure the seroquel was affecting my sense of taste	631357943	0
353158902520619010	i have been on lorazepam / diazepam / seroquel for the past few nights and i've noticed i am slightly drooling a bit. lovely.	218015741	0
352906899437522947	seroquel is eensive so i wonder if that's their rationale? mine won't give me more than a month of anything.	72860003	0
354679707075227648	i'm still surprised i can even form a sentence! i'm pretty drugged up on this stuff. seroquel to be exact.	237430061	0
358299590459527169	lets swallow a bunch of seroquel  see who can stay awake longer.	124221840	1
351700599345119233	mmm, seroquel seems to be working for me for now....will see...	216985052	0
355592140874719232	seroquel ... it's pretty much weed in a pill ... high feeling ... munchies lol it's bomb	358521014	0
349659449692139520	this seroquel isn't working damnit!!!! does make me hungry at night though... *sigh*	45681054	0
356072603749859328	my tweeting definitely increases % when i take my vyvanse or adderall	463439769	0
354952497049247746	oh i hate days like that. not sure if its mood downer or i took my seroquel too late. either way it's crap xx	1217130098	0
425595945682599936	does the saphris replace the lamictin or replace the serequel ive put on about kgs	1880289858	0
447068268311101440	story of my life “: adderall had me arguing with a year old on who is the muffin man.”	52194905	0
446851944259518464	“: adderall had me proofreading the consitiution.” this is the one i meant to tag you in lol	440484981	0
360803835607916544	true. gosh, the bnf says generic seroquel is about £100 per month cheaper. so i guess you'll get more generic now it's out	93261585	0
365289870119284736	effer, imovane, chlomipramine and recently stopped seroquel	243616649	0
446853813119758337	so apparently taking adderall and being on an iep makes me retarded	1491569809	0
410422802609475584	yep i went nuts - very long story - trying to get off effer. never again. seroqual is great, but makes me sleep and i'm bored	19162446	0
447419966845775872	it's so hard to just sit and focus for hours. i need adderall	153552403	1
386234033501646848	i swear if the lamictal and seroquel don't get to flowing readily and without hold up...	370904237	0
447178121461002240	""": adderall had me bowling like "" how i bowl, just sayin"	272122536	0
360877802901340161	question for google: how much seroquel to sedate a pomeranian?	60037175	0
447412184545382400	dawg i need a set or a seroquel ... i wanna go to sleep !	323014900	0
447258999910461440	john picked us up from the airport with medicinal, blunts, adderall and booze. he was actually sent from the heavens.	259427949	1
447433875774791680	forgot to take seroquel so sleep didnt kick in and not yet still. and seroquel = hunger+++ (actual words my doctor wrote in his notes lol)	12280	0
360980778886246400	the sun is up  i haven't slept yet! the seroquel is not knocking me out like it used to. been up for hrs  i aint sleepy	1528958928	0
446778842695217152	man, i sure am glad i don't have to deal with those meds anymore. zoloft and adderall are the shits.	415532798	0
362701971603464195	lurasidone received fda approval for mono therapy of bipolar type i, both depressed and manic phases; seroquel xr also approved for bpd.	294384744	0
417480061382836224	technically lamictal is. also been on lithium and seroquel and abilify. all very bad.	500442723	0
446744925254610944	yeah, i mostly use seroquel for anxiety, and ativan for panic attacks only and a cocktail of the two for very bad times	1895731320	0
447395926462959616	my mom talkin bout find me somebody who got adderall if she dont sit her $5 ass down before i make change like shit	297587691	1
447051233518305280	this morning in lab we tested the effects of adderall on a frogs heart haha it was so freaking cool	1966010185	0
359853195847151616	when i first started taking seroquel i was unable to read after minutes or so, but otherwise just groggy	444979043	0
447044218238693376	i sware my mom wants me to be on drugs, i told her whats up and she's like just pop an adderall you'll be good like no	1633741627	0
379831242939572226	who is giving me a vyvanse or adderall tomorrow. hmu lil niggaaaas	419040910	1
447542893189005313	i need to probably start taking adderall again bc i just realized today how add i really am lol	515938773	0
360659679661142017	i wanna pop this seroquel but ill b knocced out fa houuurrrssssssss	466896828	0
359136364199034880	i can't take anything addicting, so i take seroquel mg at night. it's a small dose/works	1408008402	0
447502691112345600	oh no. adderall depression settling in. i don't like it.	451548925	0
361691830091386880	oh must have had adderall then seroquel bc they're opposites. 	1035930253	0
446752429519163392	if you piss me off when i'm on my adderall i'm sorry in advance.	350583149	0
360459592586641408	like someone needs to load me up with seroquel today before i chop off someone's dick	959847559	0
447460211654414336	fuck. i can't focus on my studying. fuck. i need adderall i think	1041300667	1
447510934450630657	lol at the person that took my adderall out of my room while i'm hosting a party	87961369	1
368496109561196545	i had to spend it all on paxil and seroquel to have someone just tell me they didn't want to treat me unless i was suicidal or homicidal.	537293207	0
360573722106671105	i've taken seroquel every night for many years now.....sucks to depend on it but it has worked for me...good luck	187564961	0
359783986366644226	i'll be glad when that seroquel get's out of my system.	198650912	0
359404444644941824	i have just loss kg in two months, suffered with weight gain for two years on seroquel till finding the right formula	1613123252	0
361975418112319489	got a seroquel for tonight.... i'm gonna end up sleeping the rest of this week	816449246	0
359865653978599425	i don't think the seroquel from last night has worn off. i should go lie down for a little while.	76907161	0
446882122599374848	hahahaha adderall and coffee = one hell of a rush!! !! i will supply you all the addys and snickers u need if it	1675390010	1
359258243261927424	while i don't doubt that schizophrenia can present itself that young, the girl was on adult doses of both seroquel and depakote.	2334141	0
446782139355234305	sometimes i wish adderall didn't give me seizures	726585680	0
447476866795184128	...yeah. just hoping for a quick fix for not wanting to draw lately. but watch out for seroquel it really does make you fat.	29997953	0
359772696227217411	try reading a book and chill seroquel works better quicker when super relaxed ,	1613123252	0
447074125639454720	it was fun to eeriment but it's safe to say that adderall is ️	1659174139	1
377122065738129409	literally tho, could someone sell me an adderall or vyvanse? i just got paid	165504903	1
358858705929908224	going to have to take my seroquel super early tonight - tomorrow is the bernina eress and i do not want to sleep my way through that.	339220082	0
422410943482437632	i've been on zoloft, prozac, klonopin, celexa, busbar, paxil, trazopan, seroquel and another i forget the name of.	587203906	0
449943708264177664	good! you should take a seroquel to put your ass to sleep!	631505675	0
448146148528635904	so damn tired, literally trying to keep my eyes open and study before my astronomy final. coffee and adderall aren't working..	55636334	0
448220116509929472	i once tried trazadone, doped to the eyeballs. never again, and seroquel is heavy duty stuff, not surprised it was tough	19055125	0
448193201812168704	took my adderall today and wasn't % depressed so that's really great	826144124	0
449261438775721984	hhhmmmm first day on adderall xr not sure i'm a fan of the nausea and the slow activation time... does this get better?	754457065	0
447941880441868288	i was prescribed adderall at a young age ...hatttttttted it ...i dont see how ppl like it ..i gave a bottle i had away to a stripper lol	90991993	0
450180616839909376	somehow i acquired adderall tonight?? that party was wack lol	967565144	1
449299273390518272	"""i always wonder why my adderall makes me feel like shit and then i realize it's probably because i abuse it"""	181245882	1
449276512080912384	lol i need enough adderall to get me through this last quarter because i'm so done with this highschool thing	373377387	1
448459311627653120	can i get a prize for never using adderall to help for studying?	338632825	0
449443555413487617	"adderall had me actually wanting to ""click on the banner box to get started"" on pandora"	152831062	0
449255920636133376	i really need adderall so that i can pay attention to giving a fuck. i just be drifting.	19545622	1
448927914453893120	oh don't get me going on bras. the seroquel has made them disproportionately big too. i am nearly at the&gt;	339220082	0
450361491167133696	lol at my sister trying to convince me to do adderall this morning	186920364	1
448640315835301888	lazy crazy,fuckn skitso blitz yo,crazy lines of e li an a mg seroquel bar,take vyvanse become a super star,smoke a fatie seen stars	1936045344	1
449322666722615297	i been up days, adderall and redbull. this call is a mistake, there's somethin strong in this water bottle	250277892	0
449741785732894720	calvert high girls love alcohol, not poppin adderall	399103265	0
448788008225869824	how thomas feels in the beginning of the maze runner is how i feel every morning thanks to seroquel xr and zopiclone.	2327656934	0
450131853781921792	wow! seroquel or other meds? next up is zoloft... sigh	1957865581	0
449322856577765377	crybaby is to headlamps what yokels is to seroquel	1892842986	0
449817658020474880	just gonna do a bunch of adderall and go win the iron man race tomorrow. just something on my bucket list to check off	469597318	1
449100655014477824	the seroquel made my anxiety worse too. and did u find u were constantly processing thoughts  fears etc?	263957572	0
448532984027570176	popped adderall tonight hahahah let's finish this page paper	142356965	1
449043984984203265	after this imma take enough seroquel to put me out until saturday. i'd rather dream about bullshit then live in it.	31005066	0
449412790109753344	damn i should've popped some adderall in college tho...the white boys had it on deck too	172398054	1
450305366916857859	“: adderall had me winning an olympic gold medal in multitasking” lol lol lol	632385437	1
447837458957615104	yeah its a big weight off my shoulders i owned at landmark but the seroquel makes waking up so early so fucking hard.	397430483	0
448097355984687104	that's a risk of rx drugs to say the least ... from oxycodone to adderall to xanax and beyond (some say seroquel as well)	267634622	0
448175520983683072	"the nurses are talking about the "" adderall had me like memes"""	1270169000	0
449709906158161920	adderall  xans are the answers to every problem	36510929	1
449964756859113472	oh my god iv never been so happy to get a new box of seroquel	185688243	0
449558817055854592	adderall was the best idea so far. bed at :30 am, work at :30 am, plus going to work drunk. teenagers.	377209861	0
449484704568209408	yeah i'm not sure which i prefer, since ive always taken high doses of adderall but im on a low dose of ritalin	287805677	0
449244478012784640	it's easy for parents to get their own adderall prescriptions.	18499217	1
447880441622953984	that time i got the seroquel munchies and found my cookie crumb trail in the bathroom	397430483	0
448195305193095168	i know i know i usually eat around my adderall makes me forget to eat lol	41148245	0
449992607356047360	my adderall diet starts monday. so no one fuck with me bc i'll be one grumpy bitch.	723355351	1
448065934826020864	pretty sure i applied deodorant times this morning cause i forgot if i did. always a sign to go ahead and take my adderall for the day	30075735	0
449518177719164929	just realised my pockets are completely empty of seroquel and ativan weird and worrisome...	1895731320	0
447611476241436672	""": adderall had me smoking blunts like "" ooo we need dat shitt"	632224800	0
447806593036734466	“: adderall had me counting the licks to the center of a tootsie pop.” remember when i actually did this?	438887488	0
449645122058452992	“: adderall had me doing hw like ” we talked about this this morning	281752941	0
449970762985005057	on seroquel !!!!!!!!!!!! bookmarking it then! is it smth amazing when they displeasure you... see, that's the great thing about or	2322642175	0
447786301165928448	“: this is hilarious ” give everyone seroquel and this could be a very real possibility	324650812	0
450097138757021696	my doctor told me to stop, he gave me something to pop. i mixed it up with some adderall and i wait to get to the top.	454939174	1
449553863792939008	if this test doesn't kill me, the heart attack from the mass amounts of adderall and caffeine in my system surely will.	93723228	1
447719129751908352	adderall had doods scrubbing my pants after i chucked on em last night. shout out them doods. fa reals.	384550573	0
447925089103667200	"i take quaaludes -15 times a day for my ""back pain"", adderall to stay focused, xanax to take the edge off, pot to mellow me out."	567714303	1
448900215190593536	lithium and seroquel for me too. i'm still getting used to the seroquel, but i think the tide is turning &gt;&gt;	1145823332	0
448128621908336640	i didn't have coffee or take my adderall today... am i alive?	15655814	0
449544276100534272	seroquel has helped me more than any other medication but i still wish i'd never taken it as i'm dependent on it now.	15011089	0
450006822829973504	"""wait should we just tell her it's adderall and not molly..."" ""thats illegal amy"""	414346599	1
448369070711111680	adderall to stay focused,xanax to take the edge off,pot to mellow me out,cocaine to wake me up again,and morphine.well, because it's awesome	41952960	1
448338703136477184	i should be studying but i took adderall and hopped on k now i can't get off	262973191	0
450822490357379072	how long before all the adults too poor to afford their adderall realize they haven't signed up for health insurance?	2176091419	0
451889810538782720	adderall can make u test positive for meth just saying	801431839	0
452091976654290944	will have to see what happens when the dose increases. but makes me realise how much i didn't like the way seroquel made me feel	97187231	0
451825903841312768	thank god for an adderall prescription	336282009	0
452237562229563392	should i just rail some seroquel and call it a night?	31350221	0
450738609130188800	it's not dumbed down, it's just not as serious as people think. people are suddenly acting like adderall is the worst of all time.	1348407258	0
451124997281828864	""": “ “ adderall and redbull ””&lt;&lt;&lth yo ass is on one"" lmfao as per usual"	29139181	0
452170556016951296	ladies: has seroquel stopped anyone else's periods?	942202136	0
451804040297328640	i need a pre adderall to get my add under control enough to remember to take my adderall.	28833484	0
451807830920937472	adderall got me texting my ex from rd grade an shit	350143866	0
450570951076626432	to be honest, i find the seroquel alone knocks me for six. hope the day improves for you. and me, actually	1145823332	0
451026971888087040	pretty sure your three cups of coffee means adderall	1255865317	1
450939641999654912	you know the adderall is working when you enjoy doing your homework.	32229420	0
452514786467536896	“: adderall had me greeting people like ” every. single. time.	77567121	0
452217536940367872	you'd have enough money to buy a house full of adderall	2379718152	1
450845557561372673	seroquel is for sleep a lot. will knock the regular person out for hours easy.	460747680	0
451012798349594624	adderall up has to be the worst april fools joke ever....right???	49452560	0
450424848250990592	if i were you i would contact my doctor to see if adderall was right for me.	551402761	0
451221235175677952	could not remember jason's twitter name for shit until i started thinking about adderall	1475990910	1
450705415425490945	i always thought taking adderall was a supposed to be a miracle drug that made you spontaneously awesome. false	829800710	0
452216905852809216	can people rt my asking about if their periods were affected by seroquel (dose of mg) sorry for the tmi but i want to know	942202136	0
451450223722643456	i have anxiety mr.norton, and sleep app, i recomend seroquel xr mg tablet, you take it about min you sleep! luv u jimmy!	562923535	0
451715797208281088	i myself have gone from seroquel to valium too many other psychedelic medications some work some don't	604573411	0
452091152389255170	i'm like properly drugged up right now panadeine and seroquel i am really doubting my thought processing ability. like did i steal the wine?	949157221	0
450760264304959488	the only thing i'm looking forward to tomorrow is getting my adderall	328279941	0
451808677414989824	during finals week, students pop more adderall and xanax than lindsay lohan did in her prime.	351177933	1
452138792305307649	very similar to the great adderall incident of when i accidentally ate mg at once. rookie mistake	232658278	0
451211401328332800	if i had another adderall i'd take that shit and just stay up till tomm studying, but i'm sure this one will last a while..	345428543	1
450456153600692225	"""this year on my birthday i woke up with a pocket full of adderall and sprinkles"""	19435646	0
451158810422697984	but with adderall we can drink and not get drunk lol	805692710	1
450430817706078208	i see emma's superpower has failed her once again. neal is acting shiftier than a hastings on adderall	824125441	0
451087525461757952	if you care about weed and adderall more than me, then you can fuck off. oh wait, you do. so fuck you.	1319253139	1
452157791206006786	"this girl goes ""im prescribed adderall but i don't take it cuz i don't like the sideeffects"". half the class is gonna hit her up after class"	214711073	1
450609341637595136	i wish adderall was available over the counter..first time i took son i drank a beer and cleaned the attic lol	122268006	1
450910409722040320	“: i have to be up in around hours” same but adderall	391627578	0
451118225741586432	adderall when prescribed takes just as much of a toll on your body as if it weren't prescribed. only difference is one needs it	96633852	0
451947027962671104	"""when's the last time you ate?"" ""um-"" ""oh right you only eat adderall and cigarettes"""	203422033	0
451245154826199040	that nap after you bust a nut have you motivated to do all types of shit like you on adderall or some shit	123003486	0
451453773978685440	seroquel is my miracle drug. i went thru yrs of hell being on every drug out there. seroquel saved my life and sanity	60717478	0
450497649880629248	this is so weird and funny. i'll be glad when my seroquel prescription goes through bc i can't be fucking with this ambient no more. lol	1684509337	0
452119864413405184	“: adderall had me... ” me with the fucking bean lab in biology	880956882	0
451814363473530880	just realized i have two tests on tuesday in classes i haven't been to since nam... adderall take the wheel.	267445324	1
451224851315838976	my adderall has me staying up till three in the morning	233061281	0
451934913055301632	u got some? nh rt : try it bro rt : i wanna pop adderall just to see the difference in my work	29065153	1
451196771428237313	""": tweeting about what adderall had me doing just to keep my fingers busy"" lmfao yup"	1025466091	0
451060325278687232	qulewds(sp) times a day, adderall to keep me focused, xanax to take edge off, coke wake me back up. this movie bout to b tha shit	213504819	0
450374100549378048	rt : adderall had me getting halfway to work and remembering i forgot my car	1195519813	0
452531770349879296	did seroquel make you gain any weight? i have a bottle of it in my cupboard, but i'm afraid to try it.	2376375090	0
451161116706893825	hahaha convinced cloud i spiked his drink with adderall	1118027570	0
452496094866317312	just to put it out there i didn't adderall i was quoting lol	222251668	0
451684146608218112	ran out of seroquel yesterday therefore i slept for one solid hour last night.	77056340	0
452531456439746560	yeah, i could tell you about seroquel but same problem....saved me tho!!	2245573925	0
451814438459695104	""": adderall had me sending out novels for text messages."""	80726544	1
452271476268625920	i just took a seroquel so call me when you leave to make sure i'm up	462135610	0
450729459352481792	great eye by chooch to draw the walk. must be that upheld prescription for adderall working	19164260	0
450378472649920512	“: adderall had me typing my essay like ” this makes me uncomfortable	403679786	0
451003725704749056	i'll take that coffee with a side of adderall please.	149666830	0
452781066491674624	debating on eating this other adderall this morning. just debating on if i wanna feel zooted all day.	27447413	1
453646426610753536	adderall can make me run either into a god or a mad man.	60191782	0
452900105952047105	might as well take this adderall and start homework. such a great sunday funday.	216637884	0
453600780860555265	ha. if it's olanzapine or seroquel appetite definitely won't be a problem!	339220082	0
453182221579333632	at your local college with a baggy full of adderall	425250469	1
453059117263777792	my dad **invented** uppers. i'm tellin 'im u said dat. it will put you in bad repute. hmmph. rt i hate uppers. fuck this adderall	271116428	0
452563136848334848	i take mg of seroquel that's pills everynight. fml	1321437590	0
452937601977024512	currently surviving off of girl scout cookies and adderall	509668553	1
453628608423415808	i think seroquel (aka seroquel) makes massive profits(1of the highest in us).not sure where i saw it though!	627437914	0
453146844244094977	i don't think my adderall and coffee is enough this morning	558105978	0
454110507268853761	without my seroquel or xanax i don't know how i could function.	118593000	0
454345599694155776	adderall had me beating the water temple under an hour.	419155816	0
454306586605809664	my teacher didn't know what molly was, nor did she know that people that don't have add take adderall	52928113	0
453973573091459072	have any of you taken seroquel and gained a lot of weight? i've gained almost pounds in half of a year. i quit taking it. -adam	465249475	0
452982923843493888	you know what sucks? when you take adderall to focus and get your homework done but it doesn't help	52203041	0
453686448869634048	fucking adderall which he didn't have prescription which he now does and uses legally so just stop	81635502	0
453007948143280128	took an adderall to help me with this paper but ended up at canes. welp there goes that.	547251685	1
453043608468201472	adderall has me starving and not giving a fuck about it simultaneously	245555115	1
453745115115171840	“: having an aunt that gets prescribed xanax and me getting prescribed seroquel &gt;&gt;” bitch	738302887	0
453005634355879937	its the adderall admiral writing holy mackerel your bitch say my dick long like the strap on a satchel	309197774	0
454140520252452864	i think needs some adderall he's all over the place tonight.	1530315355	1
452999077676859392	“: adderall had me greeting people like ” oh my god oh my god oh my god	1630719038	1
454072068552667136	adderall had me like: playing bumper cars with parked cars.	377362149	0
454184464470396928	gonna have to pop some adderall to get through tomorrow bc up too late !	158328425	1
453720548934029312	lamictal was scary verbal and memory disability, but the seroquel might have just been secondary to sedation.	104968078	0
453156533187391488	i have no energy to feed myself even if seroquel kicks in and makes me hungry.	12280	0
454046944294633472	hope this cold goes away and your looking for adderall for me as we tweet	1439535702	1
453953052509077504	ive done so much work today an adderall should take me	287477902	1
453277177727823873	who the fuck has vyvance, adderall , ritalin	287471157	1
454358485291905024	popped an adderall i'm……. still still as distracted as a jellyfish	310343213	0
454086726387240960	since i accidentally took adderall at pm i am going to be all night	541396323	0
452868400822231040	and peaking on your adderall at church is a huge struggle and i found myself praying about so much for example abused dogs	417338496	1
453300269099397120	"""i'd ask him for adderall but i'm scared he's gonna mix it up with molly"""	251451465	1
